Número Identificador,Nome,Artigos Completos em Periódicos,Ano do Primeiro Artigo,Ano do Último Artigo,Livros Publicados/Organizados,Ano do Primeiro Livro,Ano do Último Livro,Capítulos de Livros Publicados,Ano do Primeiro Capítulo,Ano do Último Capítulo,Trabalhos Completos em Anais de Congressos,Ano do Primeiro Trabalho,Ano do Último Trabalho,Resumos Expandidos em Anais de Congressos,Ano do Primeiro Resumo Expandido,Ano do Último Resumo Expandido,Resumos em Anais de Congressos,Ano do Primeiro Resumo,Ano do Último Resumo,Apresentação de Trabalhos,Ano da Primeira Apresentação,Ano da Última Apresentação
0093285110666685,José Carlos Alves do Nascimento,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093285151469603,Lorena Nascimento Santos,1,2020,2020,0,,,0,,,0,,,1,2016,2016,0,,,5,2016,2019
0093321938257572,Roseane Sousa Oliveira,0,,,1,2020,2020,0,,,5,2019,2016,0,,,0,,,2,2016,2016
0093325333836400,João Batista Christófori,0,,,0,,,0,,,3,2015,2016,0,,,0,,,4,2016,2015
0093340739024671,Bruno de Paula Checchia Liporaci,5,2014,2019,1,2017,2017,5,2017,2020,1,2012,2012,10,2013,2020,2,2015,2017,46,2010,2020
0093348832693664,Juliana Macedo Magnino Silva,22,2005,2011,0,,,0,,,1,2011,2011,41,2005,2006,28,2005,2012,6,2010,2009
0093370973613683,Aline Medeiros Ramos,2,2008,2004,0,,,0,,,2,2012,2012,1,2004,2004,0,,,17,2004,2014
0093379865691952,Natália Gimenes de Azevedo,0,,,0,,,0,,,1,2016,2016,0,,,0,,,1,2016,2016
0093413972877318,Roque Hennemann,0,,,0,,,0,,,2,1999,1994,1,2002,2002,0,,,0,,
0093439225412006,Isabella Santos Araujo,3,2010,2013,0,,,1,2012,2012,0,,,0,,,0,,,20,2007,2013
0093440803075872,David Murad Col Debella,2,2006,2008,0,,,0,,,0,,,2,2014,2014,0,,,2,2016,2016
0093449445661320,Bianca Muniz Leite,2,2019,2017,0,,,1,2019,2019,1,2015,2015,0,,,1,2015,2015,2,2019,2016
0093450379594417,Júlia Thainá Da Silva Cunha Batista,0,,,0,,,0,,,0,,,0,,,0,,,2,2020,2021
0093476735364883,Gibson do Carmo Feitosa,0,,,0,,,0,,,0,,,0,,,0,,,2,2018,2018
0093486173997697,Sarah Cristina de Oliveira da Paixão,13,2015,2021,0,,,1,2017,2017,0,,,6,2013,2015,0,,,14,2013,2015
0093528964232973,Lucinéia Inês Weber,1,2010,2010,1,2010,2010,0,,,1,2013,2013,2,2013,2013,0,,,17,2010,2010
0093557456553043,Anderson Resende Pereira,0,,,0,,,1,2012,2012,1,2003,2003,2,1999,2000,0,,,1,2003,2003
0093600328685240,Cadmo Soares Gomes,2,2014,2011,1,2001,2001,0,,,0,,,0,,,0,,,0,,
0093620019182568,Thaiana Helena Roma Santiago,2,2011,2015,0,,,0,,,0,,,0,,,0,,,0,,
0093652189310205,Antônio Santos Oliveira Filho,0,,,0,,,0,,,2,2003,2016,0,,,0,,,0,,
0093663171780043,Leonardo Adriano Domingos,1,2016,2016,0,,,0,,,4,2012,2016,2,2013,2014,2,2014,2013,7,2012,2013
0093671037851042,Milena Santos Batista Seabra de Mello,2,2015,2015,0,,,0,,,0,,,6,2008,2011,0,,,4,2007,2013
,Jose Aparecido Thenquini,0,,,0,,,0,,,3,2000,1999,2,1999,1999,0,,,0,,
0093673752667281,Raul Torres Rodrigues,3,2018,2021,0,,,0,,,0,,,0,,,0,,,0,,
0093689643525004,Karen Kremer,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093706767968316,Alan Anderson de Arruda Tino,3,2016,2015,0,,,0,,,5,2015,2016,1,2012,2012,0,,,8,2015,2013
0093719956100152,Tatiana Maracaípe Corrêa,0,,,0,,,0,,,0,,,0,,,0,,,8,2007,2007
0093731450537906,Ricardo Boscaini,28,2012,2020,3,2018,2019,1,2019,2019,6,2012,2019,11,2012,2012,10,2012,2013,3,2015,2014
0093813923147123,Jessica Gustafson Costa,4,2018,2020,1,2019,2019,0,,,9,2018,2020,0,,,1,2021,2021,17,2016,2020
0093836403846866,Victor Alberto Garcia Osorio,0,,,0,,,0,,,1,2013,2013,0,,,0,,,1,2015,2015
0093838349820795,Gerard Foppiano,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093849916690352,Tâmara Priscilla da Silva Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Leonardo Bittencourt Cardoso,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093876245945235,Shayene Bravo Alves,1,2019,2019,0,,,1,2019,2019,0,,,0,,,0,,,15,2016,2016
0093888387165501,Viviane de Freitas Cardoso,2,2016,2017,0,,,0,,,2,2015,2016,33,2010,2013,0,,,43,2010,2011
0093920582670913,Cibele Cynthia Araújo Gomes,1,2020,2020,0,,,0,,,1,2012,2012,1,2014,2014,0,,,6,2011,2013
0093925250380262,Débora Felamingo,0,,,0,,,0,,,0,,,0,,,0,,,16,2002,2010
0093927654185184,Loraine Machado de Araújo,7,2011,2012,1,2018,2018,6,2019,2019,0,,,6,2009,2009,6,2009,2010,29,2008,2010
0093933859163544,Sonia Saj Porcacchia,4,2007,2011,1,2016,2016,3,2010,2008,8,2007,2015,1,2008,2008,0,,,15,2007,2008
0093945587280370,Paulo Eduardo Queiroz da Costa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093957367332957,Di Stephano Cavatti Vieira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093961306171040,Vinicius Ordones de Figueiredo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093964528707332,Francisco Daniel Rodrigues Ernst,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0093977379147202,Rosivaldo Carvalho Gama Junior,3,2018,2020,1,2017,2017,0,,,2,2015,2018,3,2015,2016,0,,,3,2015,2016
0093992921256744,Rita Maria Torquato Fernandes Bulhao,0,,,0,,,1,2016,2016,0,,,0,,,0,,,1,2008,2008
0093994208836649,Vanessa Peixoto Cavalcante,1,2017,2017,0,,,2,2017,2017,2,2013,2014,0,,,1,2010,2010,6,2009,2016
0093998828080635,Elissa Toledo Ramos,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094003067310067,Rodrigo Cáo Pires,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094022520240710,Daniel Contiero Battistam,0,,,0,,,0,,,0,,,0,,,0,,,1,2015,2015
0094022730700868,Eunápio José Oliveira Costa,4,2017,2017,0,,,0,,,3,2014,2014,13,2013,2017,31,2015,2018,1,2010,2010
0094036936916404,Sergio Alvarez Araujo Correia,2,2010,2009,0,,,0,,,0,,,0,,,0,,,0,,
0094051988158589,Xavier FAURE,3,2015,2015,0,,,0,,,0,,,0,,,0,,,3,2014,2014
0094053105477177,Vicente Manzione Filho,1,2010,2010,0,,,10,2009,2011,2,2009,2010,0,,,1,2011,2011,5,2008,2011
0094071115737654,Camila Pereira de Oliveira Felix do Nascimento,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094075950665820,Ricardo Alexandre de Oliveira Mendonça,0,,,0,,,2,2011,2011,1,1995,1995,0,,,0,,,12,1989,1995
0094077460906028,Alexandre Ogêda Ribeiro,1,2015,2015,1,2020,2020,2,2015,2015,0,,,0,,,0,,,6,2014,2019
0094106426647214,Andreia Tonani,0,,,2,2015,2015,0,,,0,,,0,,,0,,,2,2002,2002
0094109309352779,Vera Cristina Soares Lopes,0,,,0,,,0,,,0,,,0,,,0,,,2,1998,1997
0094131447569184,Rodrigo Marques Ferreira,1,2014,2014,0,,,0,,,0,,,0,,,0,,,12,2011,2014
0094143630562209,Karyn Carregã,0,,,0,,,0,,,0,,,1,2011,2011,0,,,7,2007,2013
0094143671047918,Roberto Torviso Neto,0,,,0,,,1,2017,2017,0,,,0,,,0,,,11,2015,2016
0094150169871795,Leandro Corsico Souza,1,2010,2010,0,,,1,2010,2010,1,2006,2006,1,2007,2007,0,,,3,2006,2007
0094197398807195,Eduardo Jose Pereira da Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094213408764590,Kamilla Braz de Campos,0,,,0,,,0,,,0,,,0,,,0,,,12,2008,2009
0094236135275764,Geovani Zarpelon,11,2018,2018,0,,,0,,,0,,,10,2016,2018,0,,,6,2006,2006
0094252806969282,Juliana de Almeida Góes,3,2020,2008,0,,,0,,,4,2013,2020,0,,,0,,,0,,
0094276787843430,Carolina Vieira de Paula,0,,,0,,,0,,,0,,,1,2007,2007,0,,,3,2007,2007
0094288646212301,Juliana Gonçalves Costa,0,,,1,2017,2017,0,,,3,2018,2018,1,2017,2017,0,,,0,,
0094291876630395,Maria Natividade Maia e Almeida,0,,,0,,,0,,,2,2014,2014,0,,,0,,,6,2010,2012
0094297222741111,Maria Inês José Stella,5,1999,2004,0,,,0,,,13,1999,2002,0,,,0,,,0,,
0094300459346353,Andréia de Pelegrini Santini,2,2012,2011,0,,,0,,,3,2008,2009,20,2006,2012,4,2011,2012,16,2007,2014
0094306459208639,Luciana Nathalia Morais Furtado,2,2020,2013,0,,,0,,,4,2010,2013,4,2010,2012,0,,,19,2010,2016
0094312690753883,Manoel Antonio Ferreira Martins,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094319942563696,Jaime Patricio Sepulveda Figueroa,2,2013,2009,3,2014,2015,5,2004,2016,1,2008,2008,0,,,0,,,1,1996,1996
0094336002164808,Anna Claudia Soares,3,2017,2018,1,2021,2021,0,,,6,2017,2018,0,,,0,,,6,2017,2016
0094347292885342,Simone Bustamante Nascimento,0,,,0,,,0,,,1,2002,2002,3,2001,2003,0,,,0,,
0094350226448490,Diego Sousa de Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,4,2017,2018
0094365749644083,Guilherme de Souza Tavares de Morais,2,2018,2021,0,,,0,,,0,,,7,2014,2021,2,2017,2020,2,2018,2020
0094370100836779,Heloiza Maria de Andrade Boechat,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094381402028106,Lourenço Gonçalves Junior,0,,,0,,,0,,,2,2007,2007,0,,,0,,,1,2007,2007
0094385855876666,Celia Regina da Silva,3,2009,2008,2,2002,2006,5,2007,2003,0,,,0,,,0,,,1,2010,2010
0094391740730234,Eduardo Thomazim de Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094407519359060,Túlio Begena Araújo,0,,,0,,,1,2020,2020,2,2020,2020,4,2019,2019,0,,,8,2019,2019
0094415848478772,Josefa Magna Alves de Souza,0,,,4,1987,1995,2,1996,1991,0,,,0,,,0,,,3,1998,1992
0094423451486732,Adriana Viana Campos,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094426202194368,Ana Cláudia Pires Fontenele de Meneses,0,,,0,,,0,,,1,2007,2007,3,2006,2005,1,2005,2005,3,2004,2000
0094429604874449,Viviane Mantovani Martines,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094472315589324,Fabianna Stumpf Tonin,6,2015,2018,0,,,1,2019,2019,10,2012,2016,0,,,0,,,3,2016,2017
0094484479320255,Valeria Cristina Silva Vieira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094500649119402,Christiani Aparecida Vendramini,0,,,0,,,0,,,1,2015,2015,0,,,0,,,0,,
0094501108366221,Pelson de Souza Pinto,1,1998,1998,0,,,0,,,0,,,0,,,0,,,0,,
0094508270567012,José Flávio Barbosa de Andrade,0,,,0,,,0,,,1,2014,2014,0,,,0,,,0,,
0094538970249291,Ednalva Tavares de Mendonça Telinhos Pereira,0,,,0,,,1,2021,2021,0,,,0,,,0,,,0,,
0094541969334526,Sayonara Freitas de Carvalho Moreira,0,,,0,,,0,,,2,2012,2015,3,2012,2012,0,,,8,2012,2016
0094556507830637,Camila Bordonal Clempi,6,2018,2020,0,,,1,2020,2020,0,,,8,2015,2021,1,2017,2017,18,2015,2021
0094557040051084,Nelly Kim Mayuri Okuda,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094570037241107,Paulo Sergio Pereira Carmo,0,,,0,,,0,,,0,,,4,2006,2006,0,,,0,,
0094572493097076,Verlaine de Carvalho,0,,,0,,,0,,,0,,,0,,,0,,,5,2008,2007
0094585818207142,Eric Yasuo Kataoka,2,2016,2019,0,,,1,2014,2014,0,,,0,,,0,,,6,2013,2015
0094590443436690,Vanessa Sampaio de Albuquerque,0,,,0,,,1,2019,2019,0,,,0,,,0,,,0,,
0094667985449300,Ismael Jung Sanchotene,2,2020,2020,0,,,1,2021,2021,0,,,5,2018,2021,12,2017,2020,6,2005,2015
0094669715258275,Camila Malcher Teixeira Amorim,2,2018,2016,0,,,0,,,2,2016,2016,11,2002,2016,0,,,18,2008,2014
0094679755184991,Maria Jose Arenales Arantes,1,2004,2004,0,,,0,,,0,,,5,2000,1999,1,2004,2004,5,2004,2006
0094690079994660,Vítor de Souza Costa,2,2020,2021,0,,,0,,,0,,,0,,,0,,,5,2018,2021
0094690472932481,Maria das Graças da Silva Costa Coelho,5,2014,2020,0,,,1,2019,2019,1,2017,2017,0,,,1,2017,2017,0,,
0094706105149109,Marina Aiello Padilla,4,2013,2013,1,2015,2015,0,,,0,,,13,2007,2010,0,,,3,2012,2011
0094710114025569,Alisson Marcelo Laurindo,9,2011,2014,4,2013,2014,2,2014,2019,4,2011,2018,0,,,0,,,9,2005,2014
0094729491304600,Orcelia Pereira Sales,17,2010,2021,9,2008,2021,1,2018,2018,0,,,2,2018,2018,0,,,0,,
0094741945190737,Tallita Foglietto da Silva,1,2016,2016,1,2013,2013,0,,,0,,,7,2010,2011,8,2009,2012,30,2009,2011
0094793301551775,Evandro Neves da Natividade,0,,,0,,,0,,,0,,,0,,,0,,,1,2017,2017
0094800885245188,Nadir Oliveira Galrão Leite de Almeida,0,,,0,,,0,,,1,2007,2007,1,2010,2010,0,,,4,2006,2006
0094808865252744,Érika Rodrigues Caldas,0,,,0,,,0,,,0,,,0,,,0,,,5,2010,2009
0094812396601896,Shima Taherkhani,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094812500330353,Wellington Douglas Rocha Rodrigues,2,2017,2021,0,,,0,,,0,,,9,2016,2017,0,,,0,,
0094843709705710,Adrian Gustavo Ramirez,10,2004,2012,0,,,0,,,1,2008,2008,9,2000,2000,0,,,1,2008,2008
0094882780086042,Ana Flavia Costa Lima Felipe,0,,,0,,,0,,,1,1998,1998,6,1999,1999,0,,,0,,
0094892216790481,Sandra Conde,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0094914756946576,Roberta Barbosa da Silva,9,2017,2020,0,,,1,2019,2019,0,,,21,2013,2018,0,,,30,2006,2007
0094918820902505,Isadora Forgiarini Balem,1,2019,2019,2,2018,2020,4,2014,2020,8,2012,2019,1,2019,2019,3,2010,2018,10,2010,2019
0094934867712242,Rúbia Mara Maia Feitosa,21,2012,2015,0,,,5,2015,2020,1,2010,2010,27,2010,2011,4,2009,2014,7,2013,2017
0094941908335032,Eduardo Chow De Martino Tostes,5,2020,2021,2,2019,2019,7,2019,2021,0,,,1,2018,2018,3,2018,2018,19,2017,2020
0094987528428624,José Marques Pereira Junior,3,2016,2019,1,2016,2016,0,,,2,2018,2018,0,,,0,,,13,2011,2011
0095016587509841,Mateus Eça Souza,0,,,0,,,0,,,3,2014,2015,0,,,0,,,2,2020,2014
0095018973127028,Edjacy Matos Lopes,1,2012,2012,0,,,0,,,0,,,1,2011,2011,0,,,2,2014,2014
0095035717600135,Antoniamarilise da Luz Ferreira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095052568075134,Glenio Spinato,4,2005,2009,0,,,0,,,0,,,0,,,0,,,12,2009,2009
0095055941326328,Cesar Dantas Guimaraes,1,2006,2006,0,,,0,,,0,,,0,,,0,,,5,2003,2002
0095089094700667,Daniel Pereira Ballarini,0,,,0,,,0,,,0,,,0,,,0,,,2,2016,2012
0095103864474968,Alejandra Osejo Varona,0,,,0,,,0,,,5,2005,2011,0,,,0,,,5,2009,2005
0095107805438903,Nycolas dos Santos Albuquerque,0,,,0,,,0,,,0,,,1,2002,2002,0,,,50,2005,2002
0095112297501455,Andressa Karina Pfeffer Gallio,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095133684929386,Vivian Netto Machado Santarém,3,2020,2018,0,,,0,,,0,,,0,,,0,,,7,2015,2018
0095140395995302,Danylo de Araujo Viana,7,2018,2020,12,2018,2018,5,2017,2020,12,2019,2020,0,,,6,2015,2018,1,2013,2013
0095142031747634,Ronaldo dos Santos,0,,,0,,,0,,,0,,,0,,,0,,,3,2017,2018
,Marcelo Magalhães de Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095195388385080,Carlos Alberto Martinez de Moraes,1,2007,2007,0,,,0,,,0,,,3,2016,2016,0,,,1,2015,2015
0095207707344910,Jonas Ronald Guilhermino da Silva,3,2012,2015,0,,,0,,,2,2012,2016,0,,,0,,,3,2010,2012
,Marisa Ribeiro Silva,0,,,0,,,0,,,1,2004,2004,0,,,0,,,1,2006,2006
0095230504955980,Felipe Klein Fiorentin,1,2018,2018,0,,,0,,,0,,,0,,,0,,,0,,
,Alexandre Curzi Junior,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095306933596107,Silas Alves Souza,2,2017,2020,0,,,2,2018,2019,18,2014,2020,6,2016,2019,12,2015,2018,7,2016,2020
0095325571650187,Vivian Neuza dos Santos Ferreira,1,2017,2017,0,,,0,,,0,,,3,2009,2009,0,,,1,2017,2017
0095327841805891,Cristiano Silva de Almeida,4,2014,2015,0,,,0,,,0,,,0,,,0,,,3,2018,2019
0095332629561609,Mara Célia Reis,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095343092367315,Anelise Fabiana Paiva Schierholt,4,2017,2020,3,2016,2020,2,2016,2016,2,2016,2018,4,2015,2015,0,,,14,2015,2016
0095345290964181,Yuri Martins de Castro Marqueze,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095364684489628,Bernardino Valente Calossa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095366501543650,Marcelo de Lucena Lima,0,,,0,,,0,,,0,,,3,2017,2017,0,,,2,2017,2016
0095373413201868,Fabio Roberto Zambello,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095389675726995,Marcos Renato Coutinho dos Reis,0,,,0,,,0,,,0,,,1,2001,2001,0,,,0,,
0095392651884770,Cleonice Alves Lopes Flois,6,2001,2017,11,2016,2012,1,2017,2017,15,2008,2016,0,,,0,,,33,2008,2020
0095398411335063,Camilla Silva Motta dos Santos,3,2011,2011,0,,,3,2011,2009,2,2011,2011,0,,,3,2007,2006,6,2003,2006
0095399461252447,Natalia Araujo Mazzini,4,2019,2016,0,,,2,2017,2018,0,,,0,,,0,,,5,2015,2015
0095412815119798,Ronaldo Rodrigues Vieira de Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095415786125249,Paulo Augusto Neves de Carvalho Elias,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095426225585548,Claudia dos Santos Rodrigues,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095443100890382,Marcelo Martino Fonseca,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095447157587448,Claudia Janeiro Dominguez,0,,,0,,,0,,,0,,,1,2020,2020,1,2021,2021,1,2020,2020
0095454457200045,Bernardo Alves Corrêa,0,,,2,2015,2015,0,,,1,2011,2011,2,2006,2006,0,,,2,2006,2006
0095470040222355,Rafael Nicolay Baptista da Silva,0,,,0,,,0,,,0,,,10,2015,2016,0,,,8,2011,2015
0095474015128932,Bruno Antonio Veríssimo,4,2018,2009,0,,,0,,,0,,,3,2017,2017,9,2009,2009,1,2018,2018
0095507423182415,Claudiomiro Santos Rodrigues,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095510059284231,Waldenir Silva Evangelista,0,,,0,,,0,,,0,,,0,,,0,,,1,2018,2018
0095540297245626,Evandro Luis Prieto,3,2017,2006,0,,,0,,,0,,,2,2006,2005,0,,,0,,
0095560244698442,Waleska Ohana de Souza Melo,8,2018,2021,0,,,5,2017,2018,0,,,32,2013,2015,0,,,26,2015,2016
0095598662714666,Thiago Pradi,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095627361106516,Adélia Aparecida Pereira da Silva Rodrigues,0,,,0,,,0,,,10,1998,2018,5,2011,2011,2,2011,2012,17,2006,2013
0095675222107097,Juliana do Carmo Jesus Pio,0,,,0,,,2,2021,2019,0,,,2,2018,2018,0,,,8,2010,2010
0095683823993063,Audenes de Oliveira Melo,0,,,0,,,0,,,0,,,5,2009,2009,3,2012,2012,8,2009,2010
0095702103783382,George Corrêa Amaro,5,2008,2007,0,,,3,2010,2015,3,2011,2014,6,2008,2016,4,2009,2010,13,1993,2010
0095708529371820,Regina Kátia Cerqueira Ribeiro,4,2017,2013,0,,,3,2017,2017,0,,,0,,,0,,,4,2015,2015
0095720135311960,Suely Miyuki Yashiro,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095731025051934,José Torquato Carolino,2,1999,1999,0,,,0,,,8,2004,2006,33,1996,2004,6,2003,2006,0,,
0095741248924434,Débora Patricia Seger,6,2013,2020,0,,,5,2018,2020,5,2016,2016,0,,,7,2013,2018,18,2012,2016
0095747853898214,Lumara Tatiely Santos Amadeu,13,2017,2021,0,,,5,2018,2018,1,2015,2015,3,2017,2016,0,,,6,2017,2016
0095767691874812,Anselmo da Silva Augusto,2,2020,2021,0,,,0,,,0,,,0,,,0,,,0,,
0095771869278241,Carolina Machado Cyrillo da Silva,12,2010,2017,3,2012,2007,16,2012,2012,0,,,1,2006,2006,0,,,14,2007,2011
0095779438526717,Dalma Brito Santos,1,2015,2015,0,,,0,,,0,,,2,2017,2017,2,2013,2016,2,2016,2013
0095785571848586,Isabella Martinho Eid,3,2018,2018,0,,,0,,,0,,,0,,,0,,,0,,
0095812361368228,Jorge Luiz Barbarotto Junior,1,2013,2013,0,,,0,,,0,,,0,,,0,,,12,2008,2015
0095833813950815,Simony Lavezzo Coró,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Laura Cavalieri Bisio,1,2005,2005,0,,,0,,,0,,,0,,,0,,,0,,
0095849669054126,Sandro Bruno do Nascimento Lopes,0,,,0,,,0,,,2,2013,2016,1,2016,2016,0,,,0,,
0095862813380704,Gilson Mafacioli da Silva,8,2000,2012,1,2016,2016,7,2016,2016,3,2010,2015,6,1997,1999,4,1998,1998,29,2004,1999
0095872767158694,Paulo Dias de Amorim Neto,3,2017,2014,0,,,0,,,0,,,6,2016,2013,0,,,43,2013,2016
0095897601962749,Livia Vilar Lemos,10,2011,2014,1,2014,2014,1,2009,2009,16,2011,2011,1,2017,2017,1,2008,2008,12,2008,2011
0095914368301779,Daniela Costa Soares Mattar,4,2004,2020,1,2021,2021,4,2018,2021,0,,,6,2020,2021,1,2020,2020,9,2004,2004
0095919900829001,Wesley Heleno de Oliveira,3,2020,2020,0,,,2,2008,2005,1,2021,2021,0,,,0,,,2,2020,2020
0095925354378408,Gabriel Augusto de Souza Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0095935436864095,Maria Luiza Costa Sampaio Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Jailma Cavalcante Barauna,0,,,0,,,0,,,0,,,0,,,0,,,5,2003,2008
0096018438355699,Aline Martins de Almeida,0,,,0,,,0,,,0,,,0,,,0,,,3,2015,2014
0096023587242974,Luciano Primo da Silva,6,2015,2018,1,2018,2018,0,,,4,2014,2018,0,,,0,,,15,2014,2015
0096031166535164,Marcelo Burlá,2,2011,2013,1,2011,2011,1,2009,2009,3,2010,2011,3,2012,2012,0,,,19,1995,2012
0096096124657111,Mariclei Przylepa,12,2010,2015,1,2019,2019,8,2011,2015,15,2011,2019,1,2012,2012,0,,,23,2003,2019
0096120442253080,André Luiz Batista Abrahao,1,2014,2014,1,2016,2016,0,,,8,2010,2014,0,,,0,,,6,2007,2016
0096166167189273,Ezequiel Gibbon Gautério,3,2011,2014,1,2014,2014,1,2012,2012,5,2012,2013,7,2009,2011,4,2008,2009,7,2009,2012
0096173195336364,Adelia Moreira Marques dos Santos,1,2014,2014,0,,,0,,,0,,,3,2013,2012,0,,,4,2012,2013
0096212568182600,Júlia Graziela da Silveira,3,2016,2015,0,,,1,2019,2019,7,2011,2015,24,2012,2019,15,2013,2016,8,2013,2016
0096225007681329,Luciana Novaes Vieira Ferreira,0,,,1,2018,2018,1,2018,2018,5,2016,2016,7,2003,2018,0,,,13,2000,2018
0096250395358096,Silvia Carla Bauer Barcellos,0,,,2,2019,2018,0,,,2,2017,2018,0,,,3,2017,2017,19,1995,1989
0096263277922322,Claudia Aparecida Rosa da Silva,1,2005,2005,0,,,0,,,0,,,1,2006,2006,1,2005,2005,1,2008,2008
0096280931318581,Indira Klein,2,2019,2016,0,,,1,2016,2016,1,2015,2015,2,2017,2017,0,,,0,,
0096282519277341,Geceane Dias,0,,,0,,,0,,,1,2015,2015,2,2017,2017,0,,,2,2015,2016
0096290538508537,Carolina Cardona Siqueira Lobo,0,,,0,,,0,,,0,,,0,,,0,,,2,2018,2018
0096291600662263,José Roberto Ferraz,4,2019,2016,0,,,14,2016,2016,3,2017,2017,7,2016,2016,0,,,4,2016,2016
0096300018951712,Dorlei Marcos Cole,0,,,0,,,1,2004,2004,1,2002,2002,4,1998,1999,0,,,0,,
0096307450749525,Mariana Rezende Oliveira,3,2017,2020,0,,,3,2017,2014,0,,,0,,,0,,,12,2016,2019
0096317500286856,Luisi Corvo Costa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0096319798847436,Celeste da Rocha Paiva,0,,,0,,,0,,,0,,,0,,,0,,,1,2002,2002
0096324191656042,Breno Lobato Cardoso,5,2016,2019,0,,,1,2020,2020,0,,,0,,,0,,,2,2016,2015
0096344760378113,Pedro Mesquita Duarte da Rocha,2,2017,2014,0,,,1,2019,2019,3,2017,2017,0,,,0,,,3,2017,2017
0096344997072488,Charles Barros de Figueiredo,2,2009,2009,0,,,0,,,2,2015,2014,0,,,0,,,12,2009,2011
0096366949349882,Evelyn Figueira Lima Ruas,0,,,0,,,1,2016,2016,0,,,3,2015,2015,0,,,6,2015,2015
0096367245355126,Eduardo Alexandre Graziani,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0096386150610847,Kelma Assunção Sousa Lacerda de Almeida,0,,,0,,,3,1999,2020,3,1996,2001,3,2001,2001,0,,,28,2006,1999
0096396162963503,Rafael Giordano Vieira,0,,,0,,,4,2013,2014,21,2013,2014,0,,,0,,,4,2014,2015
0096405286724287,Breno da Silva Lacerda,0,,,0,,,0,,,0,,,3,2013,1997,0,,,6,2013,2013
0096442706705600,Renatta de Burgos Pimentel Fiori Dias,0,,,0,,,0,,,0,,,0,,,0,,,1,2007,2007
0096445033011796,Andréa Monteiro de Frias,0,,,0,,,0,,,0,,,0,,,0,,,6,2000,2015
0096451406796863,Lívia Maria Negrini Ferreira,0,,,0,,,0,,,1,2017,2017,2,2017,2016,1,2019,2019,4,2016,2017
0096462885594574,Carla Aguilar Samanamud,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0096477992320893,Julia Alencar Omizzolo,1,2017,2017,0,,,0,,,2,2018,2018,1,2011,2011,0,,,1,2019,2019
0096510157426617,Paula Cristina Alves da Silva,1,2014,2014,0,,,0,,,0,,,1,2014,2014,0,,,12,2009,2007
0096520324014424,Carlos Eduardo Alves Cavalcante,2,2021,2019,0,,,0,,,0,,,0,,,0,,,0,,
,Érica Correia Coelho Tapajós,1,2005,2005,0,,,0,,,0,,,3,2004,2004,0,,,0,,
0096538034284273,Hiran Nogueira Moreira,0,,,0,,,0,,,3,2007,2012,3,2011,2011,0,,,14,2007,2007
0096555348868760,Harish Halladahalli Paramesh,2,2016,2016,0,,,0,,,0,,,0,,,0,,,0,,
